post_id,post_text,views_cnt,likes_cnt,reposts_cnt,comment_cnt,creation_date
1270,"💫 В Марий Эл в этом году построят ещё 45 километров газовых сетей.. . Об этом рассказал Глава региона Юрий Зайцев в соцсетях.. . По его словам, газификация остаётся приоритетным направлением развития республики. С 2022 по 2024 год в Марий Эл проложили 385,4 км газораспределительных сетей. Из них только в 2024 году — 138,9 км. За два года работы завершены на 71 объекте, благодаря чему газ пришёл в 14,2 тысячи домов в 34 населённых пунктах. В 2024 году подключили свыше 1400 домов в 19 населённых пунктах.. . Отдельное внимание — программе догазификации. Республика занимает второе место в стране по её эффективности. С 2021 по 2024 год газ до границ участков подвели 8602 раза в 645 населённых пунктах.. . В этом году планируется построить ещё 45 км сетей.. . 💬 «Эти меры позволят обеспечить новых потребителей доступом к природному газу, что будет способствовать улучшению жилищных условий населения и развитию экономики региона», — подчеркнул Юрий Зайцев.",11,1,0,0,2025-05-06 16:29:50+00:00
1905,"Сегодня в Администрации Моздокского района состоялось выездное заседание Совета Парламента Республики Северная Осетия – Алания под председательством Таймураза Руслановича Тускаева.. В ходе заседания рассмотрены итоги социально-экономического развития Моздокского муниципального района за 2024 год и намечены планы на 2025 год. Обсуждалась реализация национальных проектов и эффективность бюджетного процесса, а также деятельность Контрольно-счетной палаты района.. Были подняты вопросы состояния экономики, социальной политики и исполнения Постановления Парламента №607/29-7.. Также рассмотрены проекты законов Республики Северная Осетия – Алания по следующим направлениям:. изменения в закон об административных правонарушениях,. охрана природных территорий,. предоставление земель многодетным семьям,. исполнение бюджета Территориального фонда ОМС за 2024 год,. корректировки бюджета на 2025–2027 годы,. регулирование туристической деятельности.. Заседание прошло в рабочем порядке. Все вопросы рассмотрены с акцентом на развитие территории и повышение качества жизни населения.",46,6,0,0,2025-05-06 16:27:51+00:00
26674,"Хуситы капитулировали, заявили, что больше не будут обстреливать корабли — Трамп.",267,1,1,0,2025-05-06 16:39:11+00:00
442739,"Последние новости вокруг переговоров по Украине:. . ▪️Инициатива Владимира Путина по перемирию в праздничные дни актуальна, соответствующие указания даны, сообщил спикер Кремля Песков. Но если ВСУ попытаются ударить по позициям российских военных, сразу будет дан адекватный ответ, подчеркнул он. Напомню, что ранее Зеленский негативно высказывался по поводу майского перемирия и настаивал на 30-дневном перемирии без всяких переговоров.. . ▪️Трамп планировал использовать ресурсную сделку с Киевом в качестве инструмента влияния на российское руководство в ходе переговоров, сказал в понедельник министр финансов США Скотт Бессент. . «Экономическое партнерство было его идеей, и он считал, что оно принесет несколько результатов. Во-первых, это дало бы ему больше рычагов влияния на российское руководство, когда придет время обратиться к ним», - сказал Бессент.. . ▪️Украинское издание «Зеркало недели» раскрывает содержание двух дополнительных соглашений к сделке о недрах, я писал о том, что они ещё не обнародованы. По данным источников издания, США все-таки будут иметь преимущество в управлении украинским инвестиционным фондом, который будет создан в рамках минерального соглашения, а также в участии в украинских инвестиционных проектах. . . Так, управлять фондом будет Совет с равным количеством представителей Украины и США, но ему будут помогать (пока не уточняется, каким именно образом) четыре комитета, в трех из которых будет больше американцев. . . При этом, по условиям соглашений, если «украинский партнер» что-то нарушит,«никаких распределений ему не видать, а украинские менеджеры теряют все права голоса в Совете и соответствующих комитетах Фонда». О каких именно нарушениях украинских членов идет речь, тоже пока неясно, но указывается, что ответственность США за нарушения с их стороны в соглашениях не предусмотрена.  . . Также сообщается, что американские инвесторы будут первыми получать информацию по потенциальным проектам в сфере добычи полезных ископаемых и инфраструктуры, рассматривать ее до трех месяцев, и только в случае их отказа, остальные инвесторы смогут получить проект, но в течение полугода условия не могут быть более финансово выгодными, чем те, что были предложены американцам. Аналогично с закупкой продукции.. . «В целом сотрудничество будет выглядеть так: американцы дают оружие (если дают). Мы же, за счёт потенциально недополученной бюджетом ренты создаём фонд (куда должно вноситься 50% всех арендных платежей, лицензионных сборов и сумм, подлежащих уплате правительства Украины по соглашениям о распределении продукции, касающихся лицензий, выданных после вступления в силу документа, и лицензий на ранее неразрабатываемые месторождения) и подбираем для них инвестиционные проекты. Они в них заходят (или не заходят), но по полгода и никто другой туда не заходит. Первые десять лет вся полученная прибыль реинвестируется в Украине (и это будут очень небольшие суммы, ведь речь идёт о новых или «спящих» лицензиях, где не проводилась ни разведка, ни добыча). Затем деньги делятся и выводятся Штатами из Украины без налогообложения», — пишет Зеркало недели.. . ▪️Запад не может оказать никакого давления на Россию и дать Украине военную помощь, которая привела бы Киев к положительному результату в конфликте. Об этом пишет американское издание 19FortyFive.. . ▪️Шансы на перемирие между Россией и Украиной в 2025 вновь упали после подписания ресурсной сделки между Киевом и Вашингтоном. Сейчас пользователи платформы ставок оценивают их на уровне 50%. . . ▪️Бразилия хотела бы выступить в роли посредника на переговорах по урегулированию конфликта на Украине, поскольку попытки США добиться его прекращения до сих пор не привели к конкретным результатам. Думаю, что таких желающих сейчас заявится немало. . . Олег Царёв. Подписаться.",93,1,0,0,2025-05-06 16:39:05+00:00
4110,"💫 В Марий Эл в этом году построят ещё 45 километров газовых сетей.. . Об этом рассказал Глава региона Юрий Зайцев в соцсетях.. . По его словам, газификация остаётся приоритетным направлением развития республики. С 2022 по 2024 год в Марий Эл проложили 385,4 км газораспределительных сетей. Из них только в 2024 году — 138,9 км. За два года работы завершены на 71 объекте, благодаря чему газ пришёл в 14,2 тысячи домов в 34 населённых пунктах. В 2024 году подключили свыше 1400 домов в 19 населённых пунктах.. . Отдельное внимание — программе догазификации. Республика занимает второе место в стране по её эффективности. С 2021 по 2024 год газ до границ участков подвели 8602 раза в 645 населённых пунктах.. . В этом году планируется построить ещё 45 км сетей.. . 💬 «Эти меры позволят обеспечить новых потребителей доступом к природному газу, что будет способствовать улучшению жилищных условий населения и развитию экономики региона», — подчеркнул Юрий Зайцев.",16,2,0,0,2025-05-06 16:27:47+00:00
22250,"❗️Первый заместитель Председателя ЦК КПРФ Юрий Афонин объяснил, как капитализму удалось сделать из картошки предмет роскоши .  . Цены на картофель в России бьют исторические рекорды. С начала года оптовая цена на картофель в России выросла на 85% и достигла 46 руб. за 1 кг. А в сравнении с прошлой весной оптовые цены увеличились аж в 4,4 раза. В рознице цены уже в 2,8 раза выше, чем весной 2024-го – порядка 85 руб. за кг. .  . Первый зампред ЦК КПРФ, комментируя эту новость, отметил: .  . ""Официальная версия дикого скачка цен на картошку – плохая погода и, соответственно, плохой урожай прошлого года. Но в реальности в 2024 году урожай был всего на 12% меньше, чем в 2023-м. А вот цены выросли в 3-4 раза. .  . Суть дела в другом: в последние годы сбор картофеля в России стабильно примерно в 2 раза меньше, чем в РСФСР 1980-х годов. Недостаток покрывается массовым ввозом картошки из Египта, Израиля, Пакистана и т. д. . Причём продовольственный рынок в России устроен так замечательно, что даже небольшие колебания урожая приводят к росту цен в разы на продукты первой необходимости. Другими словами, свобода для спекулянтов полная. .  . При этом власти пока даже не чешутся. Похоже, если они и займутся фиксацией цен на картофель, то только тогда, когда цены достигнут пика. Как это уже не раз было с ценами на яйца, бензин, да много чего ещё"". .  . Выход же из ситуации, по мнению коммуниста, очевиден: .  . ""Во-первых, надо принимать законопроект КПРФ об ограничении торговой наценки на продовольственные товары первой необходимости 10 процентами. Этот вопрос так важен, что мы вынесли его на Народный референдум, который сейчас проводит наша партия. .  . А во-вторых, в экономику должно вернуться стратегическое планирование. Картофель – это безусловно продукт первой необходимости. Значит, объём его производства должен планироваться, а цены поддерживаться в рамках определённого ценового коридора"". .  . Иначе, уверен Юрий Афонин, рост цен так и будет выворачивать карманы россиян, причём сильнее всего – карманы самых бедных.",17,3,0,0,2025-05-06 16:27:40+00:00
97265,"🏫 В школе №64 Ставрополя провели «Урок цифры», сообщили в региональном министерстве энергетики, промышленности и связи. Урок провели по нацпроекту «Экономика данных».",149,2,0,0,2025-05-06 16:27:21+00:00
22311,"6 мая 2025 г. директор [club116144737|инженерно-экономического института] БГИТУ [id63188915|Елена Жиленкова], заведующая кафедрой [club139934200|экономики и экономической безопасности] [id185670074|Марина Буданова], доцент кафедры Николай Булхов вместе со студентами университета приняли участие в торжественном мероприятии - принятии Присяги молодыми сотрудниками [club37418443|УФССП России по Брянской области].. . Мероприятие прошло на мемориальном комплексе ""Партизанская поляна"". . После принятия Присяги состоялся праздничный митинг, посвящённый 80-летию Великой Победы.. . #БГИТУ",125,12,0,0,2025-05-06 16:27:05+00:00
74254,"В России нарастает дефицит учителей, что снижает общее качество абитуриентов, выпускников вузов и усиливает общую нехватку квалифицированных специалистов. Разорвать эту спираль деградации образования наши чиновники пока не могут. Поэтому они все чаще рапортуют о новых программах переобучения или повышения квалификации. Именно эти вспомогательные программы помогают им рассказывать об успехах национального проекта «Кадры». Около 15 тыс. россиян подали заявки на бесплатное переобучение по нацпроекту «Кадры», сообщил глава Минтруда Антон Котяков.. . Нехватка квалифицированных специалистов, на которую жалуются многие работодатели, – это результат общей деградации системы образования, а вовсе не следствие демографических проблем. Дефицит будущих врачей, инженеров и ученых в нашей стране закладывается еще на этапе средней школы, которая страдает как от низких зарплат педагогов, так и от их физического отсутствия. .  . «В каждой четвертой российской школе нет учителей физики, в четырех из десяти школ нет учителей химии», – утверждает депутат Госдумы Оксана Дмитриева на основе данных Министерства просвещения РФ. Провалы в подготовке школьных учителей подтверждают и федеральные министры. .  . Каждый четвертый студент педагогической специальности не заканчивает обучение, при этом работают преподавателями менее 42% от общего количества обучившихся, сообщил в конце апреля министр труда и социальной защиты РФ Антон Котяков. Так что не будет большим преувеличением сказать, что нынешняя система подготовки учителей готовит кого угодно, но только не школьных учителей. Доказательством этого является стремительное сокращение численности школьных учителей по ключевым специальностям. .  . «За последние 20 лет учителей физики в России стало в два раза меньше. В 2002 году их было 61,1 тыс. человек, а в 2022/23 учебном году, по данным Росстата, учителей физики на всю страну осталось всего 31 тыс.», – говорит депутат Госдумы Дмитриева. При этом доля лиц пенсионного возраста среди учителей физики (наряду с учителями математики и химии) самая высокая – она сегодня превышает 30% и ежегодно увеличивается. .  . И этот кризис школьного образования подрывает любые попытки увеличения выпуска технических специалистов в стране. Технические вузы должны принимать ежегодно около 240 абитуриентов, а общее число сдававших ЕГЭ по физике – вдвое ниже. Так что больше половины будущих российских инженеров не получали адекватного образования еще на уровне средней школы. .  . «В один прекрасный день обнаружилось, что количество сдавших ЕГЭ по физике катастрофически меньше плана приема в технические вузы. А ЕГЭ по физике сдавали в 2024 году 91 095 человек, что составляет 37% от плана зачисления на инженерные специальности. Кроме того, физика нужна и для физико-математических факультетов университетов и педагогических вузов», – описывает катастрофу в школьном образовании Дмитриева. .  . Министерство просвещения и Министерство труда при разработке новой системы оплаты труда должны обратить внимание на зарплаты молодых учителей, они очень маленькие, заявила председатель Совета Федерации Валентина Матвиенко в конце апреля. При этом многие эксперты отмечают откровенное очковтирательство на уровне отдельных федеральных ведомств. .  . Валентина Матвиенко заметила, что Министерство просвещения сообщает о ежегодном росте конкурса в педагогические вузы. Но при этом чиновники обычно умалчивают, сколько молодых специалистов приходит в школы и там остается после года работы. По данным Матвиенко, из выпускников педвузов устраиваются на работу по профессии только около 40%. В Москве и некоторых других городах у разносчиков пиццы зарплата 130 тыс. руб., у молодого учителя – в районе 25 тыс. руб., отметила Матвиенко.. . «По поручению президента совместно с Минздравом, Минпросвещения, а также Министерством образования и науки мы ведем работу по формированию новых отраслевых систем оплаты труда. Мы уже определили группу должностей и коэффициенты сложности труда, модифицировали перечень стимулирующих компенсационных выплат. Сейчас идет моделирование подходов, то есть расчет на апробацию предлагаемых систем», – разъяснял замглавы Минтруда Андрей Пудов в марте этого года на правительственном часе в Госдуме.. . Дополнительная потребность российской экономики в кадрах в сфере образования до 2030 года составляет более 480 тыс. работников, утверждает Антон Котяков. А руководитель сервиса Superjob Алексей Захаров оценил дефицит учителей в России в 500 тыс. человек. .  . Выход из кризиса школьного (а значит, и высшего) образования пока не найден. Зато появляются рапорты о виртуальных достижениях. Около 15 тыс. россиян с начала 2025 года подали заявки на портале «Работа России» на бесплатное переобучение по национальному проекту «Кадры», сообщили в Минтруде. Больше всего заявок оставили жители Санкт-Петербурга, Татарстана, Ростовской, Ярославской, Самарской и Новосибирской областей, а также Якутии. .  . «Среди профессий, которые выбирают соискатели, популярны оператор станков с числовым программным управлением, специалист по эксплуатации беспилотных авиационных систем, водитель погрузчиков, монтажник строительных конструкций, слесарь-ремонтник. Есть заявки и на профессии социальной сферы – воспитателя, младшей медицинской сестры, няни. Большим спросом среди обучающихся пользуются и программы подготовки для ИТ-сферы – разработчик, специалист по работе с искусственным интеллектом, аналитик данных, программист, тестировщик. На текущий день по 360 направлениям подготовки представлены 1362 программы переобучения и повышения квалификации», – объяснил министр Котяков. .  . Медийной поддержкой национального проекта «Кадры» заняты и официальные социологи. «В числе ключевых мероприятий нацпроекта – оценка квалификации, профессиональное обучение и переподготовка, совершенствование центров карьеры. Эффекты нацпроекта еще предстоит оценить в будущем, пока же самооценка россиянами соответствия уровня своей квалификации требованиям выполняемой работы остается примерно на одном уровне в течение последних 20 лет», – сообщили работники ВЦИОМ. «Сегодня, как и в 2004 году, каждый третий уверен, что его компетенции полностью соответствуют его работе. Чем выше доход и образование, тем выше уверенность в релевантности своих навыков, то есть владение знаниями и экономическим капиталом не только повышает реальные возможности, но и формирует устойчивую субъективную уверенность в своей квалификации», – объясняют социологи. .  . И хотя нацпроект «Кадры» формально начался только в 2025 году, эксперты ВЦИОМ уже сообщают о его достижениях. Четверо из 10 работающих россиян проходили профессиональную переподготовку в последние три года, и это в 1,3 раза больше, чем в 2005 году: 43% против 34% соответственно. «Прирост произошел преимущественно за счет доли тех, кто проходил курсы повышения квалификации по своей профессии или по новой специальности: российский рынок труда становится более чувствительным к квалификации, а сами работники – более адаптивными», – утверждает ведущий специалист лаборатории ВЦИОМ Татьяна Смак. «За последние 20 лет в общественном восприятии произошел сдвиг в представлениях о профессиональных навыках в сторону признания их роли как ключевого элемента карьеры, дохода и спроса на рынке труда», – утверждает Смак. . . Михаил Сергеев #УчителяТожеЛюди . https://www.ng.ru/economics/2025-05-05/1_9247_teachers.html",236,2,1,2,2025-05-06 16:27:00+00:00
116092,🪃 Бумеранг ЛЖИ Украины. Пасков: Зеленскому парад НЕ ПРОСТЯТ! Перемирие 9 мая: Трамп за! Облом Мерца,41,1,0,0,2025-05-06 16:48:02+00:00
206535,"Опасное заблуждение!. Трамп: победа во Второй мировой войне стала возможной только благодаря США . Соединенные Штаты Америки внесли наиболее значительный вклад в победу в обеих мировых войнах.Smotrim.ru . Дональд Трамп также со всей уверенностью указал на победу США в двух мировых войнах.Комсомольская правда . Трамп напомнил, что 11 ноября и 8 мая в США считаются праздничными днями.Life.ru . Акт о безоговорочной капитуляции Германии был подписан 8 мая 1945 года в 22.43 по центрально-европейскому времени (по московскому времени 9 мая в 0.43).РИА Новости. Источник: https://dzen.ru/news/story/49cc997a-c799-5f51-9015-103d9b303ca7?lang=ru&rubric=personal_feed&fan=1&t=1746523186&persistent_id=3165760016&cl4url=0e2643b7bad25cc7a1cc24aa57bdb5bb&story=8f929b99-3e84-50cb-b026-4fac7b6dc9c6",3,1,0,0,2025-05-06 16:46:55+00:00
37560,"Ну и вся.. И нет интриги.. Как мы и говорили, Мерца со второй попытки избрали канцлером.. Выкрутили руки и переломили через колено 18 депутатов и вуаля!!!. Демократия в действии.. Даихерсним.. Сейчас важнО другое действо.. Визит к Трампу, для переподписания канцлер-акта. . А зная балабольство Трампа есть небольшая надежда, что мы можем узнать немного больше о той бумаге, которую начиная с Аденауэра подписывают в США все новые канцлеры Германии.",17,5,0,0,2025-05-06 16:42:10+00:00
98305,"Во, дебил. Трамп на эту тему высказался как-то иначе. Холоп должен слушать хозяина, а пороть отсебятину.",4,1,0,1,2025-05-06 16:40:58+00:00
350198,"Последние новости вокруг переговоров по Украине:. . ▪️Инициатива Владимира Путина по перемирию в праздничные дни актуальна, соответствующие указания даны, сообщил спикер Кремля Песков. Но если ВСУ попытаются ударить по позициям российских военных, сразу будет дан адекватный ответ, подчеркнул он. Напомню, что ранее Зеленский негативно высказывался по поводу майского перемирия и настаивал на 30-дневном перемирии без всяких переговоров.. . ▪️Трамп планировал использовать ресурсную сделку с Киевом в качестве инструмента влияния на российское руководство в ходе переговоров, сказал в понедельник министр финансов США Скотт Бессент. . «Экономическое партнерство было его идеей, и он считал, что оно принесет несколько результатов. Во-первых, это дало бы ему больше рычагов влияния на российское руководство, когда придет время обратиться к ним», - сказал Бессент.. . ▪️Украинское издание «Зеркало недели» раскрывает содержание двух дополнительных соглашений к сделке о недрах, я писал о том, что они ещё не обнародованы. По данным источников издания, США все-таки будут иметь преимущество в управлении украинским инвестиционным фондом, который будет создан в рамках минерального соглашения, а также в участии в украинских инвестиционных проектах. . . Так, управлять фондом будет Совет с равным количеством представителей Украины и США, но ему будут помогать (пока не уточняется, каким именно образом) четыре комитета, в трех из которых будет больше американцев. . . При этом, по условиям соглашений, если «украинский партнер» что-то нарушит,«никаких распределений ему не видать, а украинские менеджеры теряют все права голоса в Совете и соответствующих комитетах Фонда». О каких именно нарушениях украинских членов идет речь, тоже пока неясно, но указывается, что ответственность США за нарушения с их стороны в соглашениях не предусмотрена.  . . Также сообщается, что американские инвесторы будут первыми получать информацию по потенциальным проектам в сфере добычи полезных ископаемых и инфраструктуры, рассматривать ее до трех месяцев, и только в случае их отказа, остальные инвесторы смогут получить проект, но в течение полугода условия не могут быть более финансово выгодными, чем те, что были предложены американцам. Аналогично с закупкой продукции.. . «В целом сотрудничество будет выглядеть так: американцы дают оружие (если дают). Мы же, за счёт потенциально недополученной бюджетом ренты создаём фонд (куда должно вноситься 50% всех арендных платежей, лицензионных сборов и сумм, подлежащих уплате правительства Украины по соглашениям о распределении продукции, касающихся лицензий, выданных после вступления в силу документа, и лицензий на ранее неразрабатываемые месторождения) и подбираем для них инвестиционные проекты. Они в них заходят (или не заходят), но по полгода и никто другой туда не заходит. Первые десять лет вся полученная прибыль реинвестируется в Украине (и это будут очень небольшие суммы, ведь речь идёт о новых или «спящих» лицензиях, где не проводилась ни разведка, ни добыча). Затем деньги делятся и выводятся Штатами из Украины без налогообложения», — пишет Зеркало недели.. . ▪️Запад не может оказать никакого давления на Россию и дать Украине военную помощь, которая привела бы Киев к положительному результату в конфликте. Об этом пишет американское издание 19FortyFive.. . ▪️Шансы на перемирие между Россией и Украиной в 2025 вновь упали после подписания ресурсной сделки между Киевом и Вашингтоном. Сейчас пользователи платформы ставок оценивают их на уровне 50%. . . ▪️Бразилия хотела бы выступить в роли посредника на переговорах по урегулированию конфликта на Украине, поскольку попытки США добиться его прекращения до сих пор не привели к конкретным результатам. Думаю, что таких желающих сейчас заявится немало. . . Олег Царёв. Подписаться.",29,1,0,0,2025-05-06 16:39:03+00:00
215119,"⚡️Хуситы капитулировали, заявили, что больше не будут обстреливать корабли — Трамп",106,18,1,6,2025-05-06 16:37:44+00:00
84333412,"👀 По мнению Трампа, именно США спасли мир от поражения во Второй мировой. . «Мы выиграли две мировые войны, но никогда не ставили это себе в заслугу. Это делают все остальные! Во всем мире союзники празднуют нашу победу во Второй мировой войне. Единственная страна, которая не празднует, – это Соединенные Штаты Америки, и победа была одержана только благодаря нам», – сказал президент США",2961,13,5,0,2025-05-06 16:37:42+00:00
50433,"«Корпорация зла» не дремлет. . Пока вы спокойно сидите дома и живёте жизнь, Nintendo всё ближе к тому, чтобы стать шестой самой дорогой компанией Японии. Не так давно стоимость её активов превысила $100 млрд., догоняя Fast Retalling, владеющую Uniqlo.. . Данная новость не могла не оставить пользователей без внимания. На Reddit многие начали задаваться определёнными вопросами. Если у Nintendo всё идёт как по маслу, то почему средняя стоимость игр составляет 80$, а самой консоли 450$? Почему цена джойконов увеличилась с 80$ до 95$? Определённо свою роль сыграли тарифы, введённые Дональдом Трампом, однако они не мешают расти рыночной стоимости Nintendo.. . Даже несмотря на затраты, необходимые для транспортировки и производства товаров, Nintendo продолжает расцветать, и в обозримом будущем фирма явно намерена заработать ещё больше, видя убытки лишь в кошмарных снах.. . https://nintendowire.com/news/2025/05/05/nintendo-is-set-to-become-japans-6th-largest-company-as-it-passes-100-billion-in-value/",42,1,0,0,2025-05-06 16:36:05+00:00
19680,"⚡️⚡️Трамп: «Хуситы сдались и объявили, что больше не хотят воевать. Они больше не будут атаковать корабли. Мы прекращаем бомбардировки хуситов».. ________. 🎙Будь в курсе событий 🇮🇱. Подпишись на «Голос Израиля»",8,1,0,1,2025-05-06 16:35:17+00:00
27713,"📢 СМИ: Трамп может посетить Израиль на следующей неделе. . 🔍 По данным газеты Maariv, Израиль получил сигналы о возможном визите президента США Дональда Трампа на следующей неделе. Как сообщил изданию израильский чиновник, «визит пока не утверждён, но зондирование идёт, и мы всерьёз рассматриваем такую возможность».. . Ранее источник The Times of Israel заявлял, что ему неизвестно о каких-либо официальных приготовлениях к визиту. Тем не менее, Израиль воспринимает возможный приезд Трампа как шанс усилить давление на ХАМАС и продвинуть соглашение об освобождении заложников.. . Согласно графику, Трамп планирует посетить Саудовскую Аравию, Катар и ОАЭ, где должен принять участие в региональном саммите с лидерами Персидского залива.. . 📝 Возможный визит Трампа может сыграть ключевую роль в дипломатических усилиях по освобождению заложников и усилении международной поддержки Израиля. Однако, учитывая подвижность решений американского президента, власти готовятся к сценарию, при котором визит может быть как подтверждён, так и отменён в последний момент.. . #Трамп #ИзраильСША #БлижнийВосток #заложники #ХАМАС #дипломатия #визитпрезидента",11,1,0,0,2025-05-06 16:35:08+00:00
